Cat,NGC/IC,RAJ2000,DEJ2000,N,Note,qPos
I,4912,301.7079166666666248,-77.3566666666666559,2, ,d
N,4912,195.1916666666666396,37.3783333333333281,1,*,e
I,4913,299.1970833333332918,-37.3288888888888837,2, ,d
N,4913,195.1916666666666396,37.3449999999999948,1,*,e
N,4914,195.1788333333333062,37.3151388888888837,7,*,c
I,4914,299.4841666666666251,-50.1313888888888819,2, ,d
N,4915,195.3663333333333062,-4.5459166666666660,4, ,c
I,4915,299.6341666666666251,-52.6419444444444371,2, ,d
I,4916,299.5799999999999584,-50.2716666666666597,2, ,d
N,4916,195.2249999999999729,37.3616666666666615,1,*,e
N,4917,195.2316249999999729,47.2219444444444379,4, ,c
I,4917,299.7012499999999584,-52.2766666666666594,1, ,d
I,4917,299.7295833333332917,-52.2727777777777705,2, ,d
I,4918,299.8049999999999584,-52.2744444444444372,2, ,d
N,4918,195.4612499999999729,-4.5011111111111105,2, ,d
I,4919,300.0378333333332917,-55.3741666666666590,3, ,c
N,4919,195.3233333333333062,27.8084999999999961,7, ,c
N,4920,195.5176666666666395,-11.3784166666666651,4,*,c
I,4920,300.0374999999999583,-53.3836111111111037,2, ,d
N,4921,195.3591249999999729,27.8855277777777739,7, ,c
I,4921,300.8295833333332916,-67.8252777777777684,2, ,d
N,4922,195.3517333333333062,29.3081472222222182,7, ,b
N,4922,195.3551666666666395,29.3130833333333293,4, ,c
N,4922,195.3537499999999729,29.3108333333333293,1, ,d
I,4922,299.8708333333332917,-40.3633333333333277,1,*,e
N,4923,195.3821666666666395,27.8469722222222184,5, ,c
I,4923,300.2399999999999583,-52.6319444444444371,2, ,d
I,4924,300.0016666666666250,-41.5099999999999942,2,*,d
N,4924,195.5533333333333062,-14.9694444444444424,5, ,d
I,4924,299.9624999999999583,-41.5466666666666609,1,*,e
I,4925,300.2905833333332916,-52.8659722222222149,3, ,c
N,4925,195.5308333333333062,-7.7105555555555545,2, ,d
N,4926,195.4742916666666395,27.6242499999999962,8, ,c
N,4926,195.5331249999999728,27.6481111111111073,8, ,c
N,4926,195.5041666666666395,27.6524999999999962,2, ,d
I,4926,300.0508333333332917,-38.5777777777777724,2, ,d
N,4927,195.4895833333333062,28.0055277777777739,6, ,c
I,4927,300.4558333333332916,-53.9180555555555481,2, ,d
I,4928,302.5495833333332913,-77.3088888888888782,2, ,d
N,4928,195.7520833333333061,-8.0847222222222211,4, ,d
N,4929,195.6847916666666395,28.0449166666666628,6, ,c
I,4929,301.6737499999999581,-71.6827777777777678,2, ,d
N,4930,196.0199999999999728,-41.4113888888888831,2, ,d
I,4930,300.6083333333332916,-54.3083333333333258,1,*,e
N,4931,195.7539166666666395,28.0322499999999961,10, ,c
I,4931,300.2091666666666250,-38.5749999999999946,2, ,d
N,4932,195.6692083333333062,50.4411111111111041,1, ,c
N,4932,195.6569583333333062,50.4386388888888819,5, ,c
I,4932,300.5641666666666249,-52.8461111111111038,2, ,d
N,4933,195.9873333333333061,-11.4972777777777762,6,*,c
N,4933,196.0050416666666394,-11.4907777777777762,3,*,c
N,4933,195.9774166666666394,-11.5057222222222206,5,*,c
I,4933,300.8708333333332915,-54.9797222222222146,2, ,d
N,4934,195.8179999999999728,28.0297499999999961,7, ,c
I,4934,301.8116666666666247,-69.4797222222222126,2, ,d
N,4935,195.8385833333333061,14.3774444444444424,4, ,c
I,4935,301.1416666666666248,-57.5980555555555476,3, ,d
N,4936,196.0707499999999728,-30.5263888888888846,4, ,c
I,4936,301.4679166666666248,-61.4277777777777692,2, ,d
N,4937,196.2155833333333061,-47.2193055555555490,2,*,c
I,4937,301.3237499999999581,-56.2558333333333255,2, ,d
N,4938,195.7395833333333061,51.3184166666666595,4, ,c
I,4938,301.5474999999999581,-60.2108333333333250,2, ,d
N,4939,196.0603333333333061,-10.3401944444444430,6, ,c
I,4939,301.7958333333332914,-60.7386111111111027,2, ,d
N,4940,196.2510833333333061,-47.2366388888888823,3,*,c
I,4940,301.4291666666666248,-44.6999999999999938,1,*,e
N,4941,196.0545999999999728,-5.5518194444444437,7,*,b
I,4941,301.7441666666666248,-53.6524999999999925,2, ,d
N,4942,196.0793333333333061,-7.6493055555555545,7,*,c
I,4942,301.7062499999999581,-52.6097222222222149,2, ,d
I,4943,301.6177499999999581,-48.3752499999999933,3,*,c
N,4943,195.9370833333333061,28.0834722222222183,4, ,c
N,4944,195.9580833333333061,28.1854166666666628,8, ,c
I,4944,301.7874999999999581,-54.4469444444444369,2, ,d
N,4945,196.3625833333333061,-49.4673055555555487,4, ,c
I,4945,302.8229166666666246,-71.0122222222222124,2, ,d
N,4945,196.6404166666666394,-49.6911111111111042,2, ,d
I,4946,305.9904166666666242,-43.9958333333333272,2,*,d
N,4946,196.3720833333333061,-43.5913888888888828,3, ,d
I,4947,301.8829166666666247,-53.1422222222222148,2, ,d
N,4947,196.3354166666666394,-35.3374999999999951,2, ,d
N,4947,196.0862499999999728,-35.2280555555555507,3, ,d
I,4948,306.1160833333332908,-43.6530555555555495,3,*,c
N,4948,196.2319166666666394,-7.9466666666666656,6,*,c
N,4948,196.2729166666666394,-8.1605555555555544,3,*,d
N,4949,196.0751249999999728,29.0289999999999960,2, ,c
I,4949,301.8304999999999581,-48.3699722222222155,3,*,c
I,4950,302.1129166666666247,-56.1613888888888811,2, ,d
N,4950,196.4012499999999727,-43.5005555555555495,2, ,d
I,4951,302.3812499999999580,-61.8483333333333247,2, ,d
N,4951,196.2816666666666394,-6.4947222222222213,4, ,d
N,4952,196.2435416666666394,29.1222499999999960,7,*,c
I,4952,302.1566666666666247,-55.4536111111111034,2, ,d
N,4953,196.5425416666666394,-37.5859722222222170,3, ,c
N,4953,196.5337499999999727,-37.5972222222222170,1, ,d
I,4953,302.4987499999999580,-62.7916666666666579,2, ,d
I,4954,301.1875833333332915,29.2528055555555515,1, ,c
N,4954,195.5816249999999728,75.4040555555555451,5,*,c
I,4954,301.1940416666666248,29.2293888888888848,1, ,c
I,4955,301.2189583333332915,29.1926111111111071,1, ,c
N,4955,196.5212499999999727,-29.7544444444444403,2, ,d
N,4956,196.2546249999999727,35.1777777777777729,5, ,c
I,4956,302.8792083333332913,-45.5927222222222159,4, ,c
N,4957,196.3018749999999727,27.5693611111111073,7, ,c
I,4957,302.3979166666666247,-55.7091666666666589,2, ,d
N,4958,196.4537499999999727,-8.0208333333333322,3, ,d
I,4958,303.8970833333332911,-72.7111111111111010,2, ,d
N,4959,196.4206999999999727,33.1789333333333287,4, ,b
I,4959,302.8702499999999579,-53.1257499999999926,3,*,c
I,4959,302.7391666666666246,-53.1102777777777704,1,*,d
I,4959,302.7374999999999580,-53.0899999999999926,1,*,e
N,4960,196.4484999999999727,27.7340833333333295,9,*,c
I,4960,303.8495833333332911,-70.5372222222222124,2, ,d
N,4961,196.4485833333333060,27.7339722222222184,8,*,c
I,4961,302.8702499999999579,-53.1257499999999926,3,*,c
N,4962,196.2435416666666394,29.1222499999999960,7,*,c
I,4962,304.1762499999999578,-71.1297222222222123,2, ,d
N,4963,196.4666666666666394,41.7213611111111053,6, ,c
I,4963,303.0224999999999579,-55.2455555555555479,2, ,d
N,4964,196.3537083333333061,56.3224722222222144,3, ,c
I,4964,304.3508333333332911,-73.8855555555555453,2, ,d
I,4965,303.1133333333332912,-56.8263888888888810,2, ,d
N,4965,196.7891666666666393,-28.2286111111111072,2, ,d
I,4966,303.0651666666666246,-53.6209999999999926,1,*,c
I,4966,303.0682916666666246,-53.6191666666666592,1,*,c
N,4966,196.5719583333333060,29.0628611111111071,7,*,c
I,4966,303.0715833333332912,-53.6172499999999926,1,*,c
I,4966,303.0683333333332912,-53.6191666666666592,1,*,d
N,4967,196.4017499999999727,53.5640833333333259,5,*,c
I,4967,304.0966666666666244,-70.5644444444444346,2, ,d
I,4968,303.7087499999999578,-64.7980555555555466,2, ,d
N,4968,196.7749999999999727,-23.6777777777777745,2, ,d
I,4969,303.2316666666666246,-53.9208333333333258,2, ,d
N,4969,196.7633333333333060,13.6361111111111092,3,*,d
N,4969,196.7599999999999727,13.6358333333333314,1,*,d
N,4969,196.7637499999999727,13.6358333333333314,1,*,d
N,4970,196.9029583333333060,-24.0239722222222189,1,*,c
I,4970,304.2384999999999577,-70.7496666666666568,2, ,c
N,4970,196.8894999999999727,-24.0088055555555522,3,*,c
N,4971,196.7291041666666393,28.5479749999999960,5, ,b
I,4971,304.2637499999999577,-70.6205555555555457,2, ,d
N,4972,195.5816249999999728,75.4040555555555451,5,*,c
I,4972,304.4291666666666244,-70.9144444444444346,2, ,d
N,4973,196.3841208333333061,53.6851722222222148,4,*,b
I,4973,303.6416666666666245,-58.3713888888888808,2, ,d
N,4974,196.4827499999999727,53.6595555555555481,2,*,c
I,4974,303.8627083333332911,-61.8628333333333247,2,*,c
I,4974,303.8590833333332911,-61.8572777777777692,3,*,c
I,4974,303.8214583333332911,-61.8630277777777692,1,*,c
I,4974,303.8583333333332911,-61.8583333333333247,1,*,e
N,4975,196.9594999999999726,-5.0180555555555549,4, ,c
I,4975,303.5112499999999578,-52.7219444444444371,2, ,d
I,4976,303.9208749999999578,-61.8745555555555470,3, ,c
N,4976,197.1559583333333060,-49.5059722222222153,4, ,c
N,4977,196.5191041666666394,55.6559138888888812,4, ,b
I,4977,302.9741666666666246,-21.6372222222222192,1,*,d
I,4977,302.9708333333332913,-21.6366666666666637,1,*,e
N,4978,196.9606458333333060,18.4152833333333308,6, ,b
I,4978,303.6562499999999578,-54.4222222222222147,2, ,d
N,4979,196.9284583333333060,24.8105833333333299,6,*,c
I,4979,303.6737499999999578,-53.4588888888888815,2, ,d
I,4980,303.8687499999999578,-57.9122222222222142,2, ,d
N,4980,197.2924999999999726,-28.6416666666666627,3, ,d
I,4981,304.9137499999999577,-70.8483333333333235,2, ,d
N,4981,197.2033333333333059,-6.7786111111111102,4, ,d
I,4982,305.0887499999999576,-71.0072222222222124,2, ,d
N,4982,197.1920833333333059,-10.5886111111111096,1,*,d
N,4983,197.1137083333333060,28.3204444444444405,5, ,c
I,4983,304.0249999999999578,-52.0874999999999928,2, ,d
N,4984,197.2383749999999726,-15.5165555555555534,5, ,c
I,4984,304.0720833333332911,-52.7030555555555482,2, ,d
N,4985,197.0505666666666393,41.6760361111111053,5, ,b
I,4985,305.1862499999999576,-70.9869444444444346,2, ,d
N,4986,197.1022916666666393,35.2059722222222173,6, ,c
I,4986,304.2974999999999577,-55.0355555555555479,2, ,d
N,4987,196.9962499999999726,51.9291388888888817,4, ,c
I,4987,304.3312499999999577,-52.2797222222222150,2, ,d
I,4988,305.4406249999999576,-69.3874166666666570,1,*,c
N,4988,197.4758333333333059,-43.1058333333333273,3, ,d
I,4988,305.4416666666666242,-69.3883333333333237,1,*,e
N,4989,197.3166666666666393,-5.3966666666666659,4,*,d
I,4989,304.8479166666666243,-58.5513888888888808,2, ,d
I,4990,305.3566666666666243,-66.8908333333333240,2, ,d
N,4990,197.3220833333333059,-5.2727777777777770,3, ,d
N,4991,197.3128749999999726,2.3472777777777775,5, ,c
I,4991,304.5966666666666244,-41.0499999999999943,2, ,d
N,4992,197.2732916666666393,11.6337499999999984,4, ,c
I,4992,305.8654166666666242,-71.5649999999999901,2, ,d
N,4993,197.4479583333333059,-23.3841944444444412,3,*,c
I,4993,305.4845833333332909,-66.9855555555555463,2, ,d
N,4994,197.4479583333333059,-23.3841944444444412,3, ,c
I,4994,304.9345833333332910,-53.4472222222222148,2, ,d
N,4995,197.4191666666666392,-7.8332777777777767,7,*,c
I,4995,304.9958333333332910,-52.6219444444444371,2, ,d
N,4996,197.3832166666666393,0.85703333333333321430,8, ,b
I,4996,304.1374999999999578,37.6416666666666614,1,*,e
I,4996,304.1499999999999578,37.5499999999999948,1,*,f
I,4997,305.0361249999999576,16.7318333333333310,5, ,c
N,4997,197.4654166666666392,-16.5161111111111088,2, ,d
N,4998,197.0428749999999726,50.6638888888888819,4, ,c
I,4998,305.5433333333332909,-38.3083611111111058,3,*,c
N,4999,197.3883333333333059,1.6726944444444442,10, ,c
I,4999,305.9845833333332908,-26.0147222222222186,2, ,d
I,5000,305.5899999999999576,6.4298611111111102,5,*,c
N,5000,197.4478749999999726,28.9068333333333293,8, ,c
N,5001,197.3882916666666393,53.4939166666666592,4, ,c
I,5001,306.5824999999999574,-54.7752777777777702,2, ,d
N,5002,197.6591666666666392,36.6341666666666616,8, ,c
I,5002,306.6654166666666241,-54.7999999999999924,2, ,d
I,5003,310.8089583333332902,-29.8528611111111070,4,*,c
N,5003,197.1407499999999726,43.7635277777777717,1,*,c
N,5003,197.1579999999999726,43.7375277777777717,4,*,c
N,5004,197.6989166666666392,29.7093055555555514,5, ,c
N,5004,197.7564583333333059,29.6365277777777737,7, ,c
N,5004,197.7572083333333059,29.5778611111111070,6, ,c
I,5004,307.9129166666666239,-30.8319444444444402,2,*,d
N,5005,197.7348791666666392,37.0584333333333282,15, ,b
I,5005,306.3333333333332908,-25.8286111111111075,2, ,d
N,5006,197.9404999999999725,-19.2618055555555529,3, ,c
I,5006,305.9459583333332908,6.4495555555555547,1,*,c
I,5006,305.9450416666666242,6.4484999999999991,1,*,c
I,5006,305.9454166666666242,6.4488888888888880,1,*,d
N,5007,197.3092083333333059,62.1746666666666580,3, ,c
I,5007,310.8933333333332902,-29.7034722222222181,2,*,c
N,5008,212.7381249999999705,25.4966388888888853,4,*,c
I,5008,308.1866666666666239,-72.6949999999999899,2, ,d
N,5009,197.6965416666666392,50.0924166666666597,3, ,c
I,5009,308.1433333333332905,-72.1666666666666566,2, ,d
N,5010,198.1095833333333058,-15.7974999999999978,3, ,d
I,5010,307.6108333333332906,-66.0974999999999908,2, ,d
I,5011,307.1404999999999573,-36.0268888888888839,4,*,c
I,5011,307.1307499999999573,-36.0440833333333283,1,*,c
I,5011,307.1454166666666240,-36.0433333333333283,2,*,c
I,5011,307.1352499999999573,-36.0209999999999950,1,*,c
N,5011,198.2997499999999725,-43.2652222222222162,3, ,c
N,5011,198.3002499999999725,-43.2465833333333273,2, ,c
N,5011,198.2155833333333058,-43.0966666666666607,3, ,c
N,5011,198.0404166666666392,-43.3077777777777718,3, ,d
N,5012,197.9039583333333058,22.9159166666666635,4, ,c
I,5012,307.3845833333332906,-56.7430555555555477,2, ,d
N,5012,198.1741666666666391,22.8294444444444413,1, ,d
I,5013,307.1352499999999573,-36.0209999999999950,1,*,c
I,5013,307.1404999999999573,-36.0268888888888839,4,*,c
I,5013,307.1307499999999573,-36.0440833333333283,1,*,c
N,5013,198.0307083333333058,3.1987222222222218,4, ,c
I,5013,307.1454166666666240,-36.0433333333333283,2,*,c
N,5014,197.8806249999999725,36.2821388888888838,10, ,c
I,5014,308.8154166666666238,-73.4527777777777676,2, ,d
I,5015,308.5862499999999571,-31.9805555555555511,3,*,d
N,5015,198.0949999999999725,-4.3372222222222216,4, ,d
N,5016,198.0279166666666392,24.0951111111111078,9, ,c
I,5016,308.9037499999999571,-72.9113888888888788,2, ,d
I,5017,308.0154166666666239,-57.5880555555555476,2, ,d
N,5017,198.2270833333333058,-16.7661111111111088,4, ,d
I,5018,305.5433333333332909,-38.3083611111111058,3,*,c
N,5018,198.2537499999999725,-19.5188888888888862,4, ,d
N,5019,198.1768749999999725,4.7293611111111105,5, ,c
I,5019,307.6958333333332906,-36.0766666666666617,3, ,d
N,5020,198.1664999999999725,12.5994444444444427,4, ,c
I,5020,307.6591666666666239,-33.4852777777777731,2, ,d
N,5021,198.0260833333333058,46.1959166666666603,5, ,c
I,5021,308.3941666666666238,-54.5211111111111035,2, ,d
N,5022,198.3779166666666391,-19.5472222222222195,4, ,d
I,5022,310.2762499999999569,-76.4497222222222116,2, ,d
N,5023,198.0494166666666392,44.0381666666666606,8, ,c
I,5023,309.5454166666666237,-67.1847222222222129,2, ,d
N,5024,198.2302083333333058,18.1686666666666641,2, ,c
I,5024,310.0391666666666236,-71.1083333333333235,2, ,d
N,5025,198.1863749999999725,31.8087777777777734,6, ,c
I,5025,311.2495833333332901,-76.9844444444444338,2, ,d
N,5026,198.5570833333333058,-42.9613888888888829,2, ,d
I,5026,312.1162499999999567,-78.0691666666666558,2, ,d
N,5027,198.3371833333333058,6.0613138888888880,5, ,b
I,5027,310.2862499999999569,-55.4722222222222145,2, ,d
N,5028,198.4410791666666391,-13.0427305555555537,6, ,b
I,5028,310.8412499999999568,-65.6469444444444353,2, ,d
I,5029,310.8089583333332902,-29.8528611111111070,4,*,c
N,5029,198.1569583333333058,47.0630833333333268,6, ,c
I,5030,310.8933333333332902,-29.7034722222222181,2,*,c
N,5030,198.4758333333333058,-16.4911111111111088,5, ,d
I,5031,311.3341249999999568,-67.5390555555555462,3, ,c
N,5031,198.5141666666666391,-16.1238888888888866,3, ,d
I,5031,311.3333333333332901,-67.5449999999999906,1, ,e
N,5032,198.3569583333333058,27.7634722222222184,4, ,c
I,5032,311.3411249999999568,-67.5516111111111017,2, ,c
N,5032,198.3622499999999724,27.8021111111111072,8, ,c
N,5033,198.3653374999999724,36.5937722222222171,12, ,b
I,5033,310.9799999999999568,-57.3352777777777698,2, ,d
N,5034,198.0794166666666392,70.6494722222222124,5, ,c
I,5034,310.9233333333332901,-57.0305555555555476,2, ,d
N,5035,198.7051958333333057,-16.4934222222222199,5, ,b
I,5035,311.0608333333332901,-57.1274999999999921,2, ,d
N,5036,198.6787458333333057,-4.1792416666666661,5,*,b
I,5036,311.1549999999999568,-57.6266666666666587,2, ,d
N,5037,198.7479166666666391,-16.5905555555555533,3, ,d
I,5037,311.4137499999999567,-58.4494444444444363,2, ,d
I,5038,311.7137499999999567,-65.0166666666666576,2, ,d
N,5038,198.7587499999999724,-15.9516666666666645,3, ,d
N,5039,198.7167916666666391,-4.1584444444444439,5,*,c
N,5039,198.7160416666666391,-4.1646666666666661,1,*,c
I,5039,310.8089583333332902,-29.8528611111111070,4,*,c
N,5040,198.3784249999999724,51.2730944444444373,2, ,b
N,5040,198.3862083333333058,51.2582777777777707,4, ,c
I,5040,313.0824999999999565,-76.6861111111111005,2, ,d
N,5041,198.6354999999999724,30.7054722222222180,9, ,c
I,5041,310.8933333333332902,-29.7034722222222181,2,*,c
N,5042,198.8780416666666390,-23.9837499999999967,3, ,c
I,5042,311.9424999999999567,-65.0847222222222132,2, ,d
I,5043,311.6599999999999567,-56.9844444444444365,2, ,d
N,5043,199.1624999999999723,-60.0416666666666583,1,*,e
N,5043,199.0499999999999724,-60.0599999999999917,2,*,e
N,5044,198.8499999999999724,-16.3852777777777755,5, ,d
I,5044,312.6724999999999566,-71.8980555555555456,2, ,d
I,5045,312.7116666666666232,-71.9091666666666567,2, ,d
N,5045,199.2624999999999723,-63.4149999999999912,1,*,e
N,5045,202.0749999999999719,-63.4666666666666579,1,*,f
N,5046,198.9379124999999724,-16.3267666666666644,4, ,b
I,5046,310.8089583333332902,-29.8528611111111070,4,*,c
I,5047,310.8933333333332902,-29.7034722222222181,2,*,c
N,5047,198.9520833333333057,-16.5188888888888866,4, ,d
N,5048,199.0316666666666390,-28.4108333333333294,2, ,d
I,5048,312.9199999999999565,-71.8008333333333234,2, ,d
I,5049,311.8491249999999567,-38.4182499999999947,2, ,c
I,5049,311.8472083333332900,-38.4133055555555502,2, ,c
N,5049,198.9970833333333057,-16.3972222222222199,3, ,d
I,5049,311.8458333333332900,-38.4149999999999947,1, ,e
I,5050,311.3122916666666234,-5.6229444444444437,3, ,c
N,5050,198.9237499999999724,2.8786111111111107,5, ,c
N,5051,199.0837499999999723,-28.2858333333333294,2, ,d
I,5051,313.0966666666666232,-71.7888888888888789,2, ,d
N,5052,198.8954999999999724,29.6757499999999959,6, ,c
I,5052,313.0274999999999565,-69.2041666666666571,3, ,d
N,5053,199.1121249999999723,17.6978055555555531,2, ,c
I,5053,313.4004166666666231,-71.1405555555555457,3, ,d
N,5054,199.2429166666666390,-16.6347222222222199,5, ,d
I,5054,313.4383333333332898,-71.0244444444444346,2, ,d
N,5055,198.9550833333333057,42.0294444444444386,7, ,c
I,5055,313.2383333333332898,-68.4447222222222127,2, ,d
N,5056,199.0512916666666390,30.9496944444444401,9, ,c
I,5056,312.2458333333332900,-39.1816666666666612,1,*,e
N,5057,199.1157666666666390,31.0313888888888846,6, ,b
I,5057,311.8061249999999567,0.32202777777777773305,3,*,c
I,5058,311.8349166666666234,0.48330555555555548843,6,*,c
N,5058,199.2177916666666390,12.5483611111111094,5, ,c
N,5058,199.2177499999999723,12.5469444444444427,1, ,c
N,5059,199.2437083333333057,7.8444166666666656,4, ,c
I,5059,312.8054166666666232,-57.6891666666666587,2, ,d
N,5060,199.3178333333333057,6.0371944444444436,5,*,c
I,5060,313.6933333333332898,-71.6369444444444345,2, ,d
I,5061,311.9045833333332900,0.33580555555555550892,3,*,c
N,5061,199.5208333333333056,-26.8366666666666629,3, ,d
I,5062,312.0437499999999567,-8.3586388888888877,1,*,c
I,5062,312.0410833333332900,-8.3607222222222211,1,*,c
