Cat,NGC/IC,RAJ2000,DEJ2000,N,Note,qPos
N,3010,147.6382083333333128,44.3143055555555494,4, ,c
I,3010,181.9879166666666414,-30.3397222222222180,2, ,d
N,3011,147.4220333333333129,32.2207833333333289,10, ,b
I,3011,182.0398333333333081,10.3786944444444430,5,*,c
N,3012,147.4671916666666462,34.7139972222222174,4, ,b
I,3012,182.0996458333333080,11.1762611111111096,4, ,b
N,3013,147.5391208333333128,33.5692138888888842,3, ,b
I,3013,182.1062499999999747,10.0163888888888875,4, ,d
I,3014,182.1540833333333080,38.8315833333333279,6, ,c
N,3014,147.2824999999999795,-4.7430555555555549,2, ,d
N,3015,147.3450416666666462,1.1448611111111110,7, ,c
I,3015,182.2524999999999747,-31.5197222222222178,2, ,d
N,3016,147.4614583333333129,12.6949166666666649,5, ,c
I,3016,182.3266666666666413,11.4294444444444429,2, ,d
N,3017,147.2624999999999795,-2.8222916666666663,4, ,b
I,3017,182.3447499999999747,13.6184722222222203,1,*,c
N,3018,147.4228749999999795,0.62211111111111102471,7, ,c
I,3018,182.3530833333333080,13.5745555555555537,5,*,c
I,3019,182.3427083333333080,13.9921111111111092,4, ,c
N,3019,147.5299999999999795,12.7452777777777760,4, ,d
I,3020,182.3638624999999747,14.2243722222222202,2, ,b
N,3020,147.5277083333333128,12.8134722222222204,7, ,c
N,3021,147.7388749999999795,33.5538055555555509,6, ,c
I,3021,182.4769583333333080,13.0500555555555537,6, ,c
I,3022,182.5096249999999747,38.7399444444444391,3, ,c
N,3022,147.4133333333333129,-5.1666666666666659,4, ,d
N,3023,147.4686666666666462,0.61899999999999991403,9, ,c
I,3023,182.5079166666666413,14.3655277777777758,3, ,c
I,3024,182.5490833333333080,12.3251111111111094,5, ,c
N,3024,147.6141249999999795,12.7654722222222204,6, ,c
N,3025,147.3704166666666462,-21.7424999999999970,3, ,d
I,3025,182.5949999999999746,10.1880555555555541,3, ,d
N,3026,147.7299166666666461,28.5507777777777738,5, ,c
I,3026,182.6391666666666413,-29.9288888888888847,1,*,d
I,3026,182.6416666666666413,-29.9233333333333292,1,*,e
N,3027,148.9186249999999793,72.2034444444444344,6, ,c
I,3027,182.6249999999999746,14.1933333333333314,1,*,e
I,3028,182.6488499999999746,11.7614166666666650,2, ,b
N,3028,147.4758333333333129,-19.1849999999999973,3, ,d
N,3029,147.2242916666666462,-8.0512777777777767,4, ,c
I,3029,182.6745416666666413,13.3310277777777759,7, ,c
N,3030,147.5437708333333128,-12.2268027777777761,2, ,b
I,3030,182.7749999999999746,14.1433333333333314,1,*,e
N,3031,148.8885213888888682,69.0655747222222126,9, ,a
I,3031,182.7679166666666413,13.3083333333333315,2, ,d
N,3032,148.0339916666666461,29.2361833333333293,6, ,b
I,3032,182.7812499999999746,14.2741666666666647,3, ,d
I,3033,182.7914999999999746,13.5874166666666648,6, ,c
N,3033,147.1541666666666462,-56.4216666666666588,2, ,e
N,3034,148.9696666666666460,69.6806388888888792,8,*,c
I,3034,182.9495833333333079,14.1999999999999980,2, ,d
I,3035,183.0491666666666412,13.2464444444444426,7,*,c
N,3035,147.9787499999999794,-6.8233333333333324,3, ,d
I,3036,183.0629166666666412,12.4878611111111094,7, ,c
N,3036,147.3166666666666462,-62.6716666666666580,2, ,e
N,3037,147.8495833333333128,-27.0105555555555518,2, ,d
I,3037,183.0849999999999746,9.9855555555555542,3, ,d
I,3038,183.1345833333333079,11.3522222222222206,2, ,d
N,3038,147.8145833333333128,-32.7538888888888843,3, ,d
I,3039,183.1351249999999746,12.3095277777777761,5, ,c
N,3039,148.1231666666666461,2.1539444444444441,7, ,c
N,3040,148.2713708333333127,19.4320611111111084,3, ,b
I,3040,183.1432499999999746,11.0746666666666651,3, ,c
N,3040,148.2636249999999794,19.4417499999999973,3, ,c
I,3041,183.1777083333333079,12.7627777777777760,2, ,c
N,3041,148.2798749999999794,16.6777777777777755,6, ,c
I,3042,183.1933333333333079,10.8657777777777763,6, ,c
N,3042,148.3339166666666461,0.69769444444444434754,6, ,c
N,3043,149.0598749999999793,59.3067499999999918,6, ,c
I,3043,183.1974999999999746,10.0099999999999986,2, ,d
I,3044,183.2018333333333079,13.9759166666666647,6, ,c
N,3044,148.4203333333333127,1.5790833333333331,6, ,c
N,3045,148.3241666666666461,-18.6455555555555530,3, ,d
I,3045,183.2487499999999745,12.7794444444444427,1,*,d
I,3046,183.2835833333333079,12.9181944444444427,5, ,c
N,3046,148.4949999999999794,-27.2858333333333295,2,*,d
N,3046,148.3333333333333127,-27.3316666666666629,1,*,e
N,3047,148.6218749999999794,-1.2889722222222220,2, ,c
N,3047,148.6331666666666460,-1.2916388888888887,4, ,c
I,3047,183.3116666666666412,12.9972222222222204,2, ,d
N,3048,148.7416666666666460,16.4589999999999977,3, ,c
N,3048,148.7410416666666460,16.4572499999999977,1, ,c
I,3048,183.3461666666666412,13.0704999999999982,1,*,c
I,3048,183.3393333333333079,13.0690277777777760,1,*,c
N,3048,148.7349583333333127,16.4558888888888866,3, ,c
I,3049,183.3921666666666412,14.4784722222222202,2,*,c
I,3049,183.3884999999999745,14.4819722222222202,2,*,c
I,3049,183.3876249999999745,14.4833055555555535,1,*,c
N,3049,148.7069999999999793,9.2716666666666654,5, ,c
I,3049,183.3833333333333079,14.4799999999999980,1,*,e
I,3050,183.4468749999999745,13.4251666666666648,7,*,c
N,3050,145.7858333333333131,-10.3838888888888874,3, ,d
I,3051,183.4732916666666412,13.1727499999999982,6,*,c
N,3051,148.4949999999999794,-27.2858333333333295,2,*,d
N,3052,148.6166666666666460,-18.6391666666666641,4, ,d
I,3052,183.4520833333333079,12.6897222222222205,2, ,d
N,3053,148.8903333333333127,16.4326388888888866,4, ,c
I,3053,183.4662499999999745,14.2216666666666647,2, ,d
I,3054,183.5602499999999745,13.5421388888888870,2, ,c
N,3054,148.6204166666666460,-25.7027777777777742,3, ,d
I,3055,183.5922916666666412,12.0918333333333317,1, ,c
N,3055,148.8249583333333127,4.2695277777777772,3, ,c
I,3055,183.5931666666666412,12.0914444444444428,1, ,c
I,3055,183.5946249999999745,12.0914166666666650,3, ,c
I,3055,183.5912916666666412,12.0907777777777761,1, ,c
I,3056,183.6583333333333078,13.7794444444444425,1, ,d
N,3056,148.6366666666666460,-28.2980555555555516,3, ,d
N,3057,151.4135833333333123,80.2852777777777666,4, ,c
I,3057,183.9024166666666411,-44.4539444444444383,2,*,c
I,3057,183.7591666666666411,-44.4783333333333272,1,*,d
I,3057,183.7583333333333078,-44.4733333333333272,1,*,e
I,3058,183.6987499999999745,14.0941666666666647,2, ,d
N,3058,148.3966666666666461,-12.4788888888888872,3,*,d
N,3058,148.4004166666666461,-12.4827777777777760,3,*,d
I,3059,183.7304583333333078,13.4599166666666648,6, ,c
N,3059,147.5349999999999795,-73.9213888888888786,3, ,d
I,3060,183.7585958333333078,12.5469555555555538,2, ,b
N,3060,149.0804999999999793,16.8311666666666643,4, ,c
N,3061,149.0498333333333126,75.8658055555555450,6,*,c
I,3061,183.7682916666666411,14.0288333333333314,9, ,c
N,3062,149.1489583333333126,1.4284083333333331,4, ,b
I,3062,183.7717083333333078,13.5944166666666648,3, ,c
N,3063,150.4225416666666458,72.1163055555555455,1,*,c
N,3063,150.4253749999999791,72.1193055555555455,1,*,c
I,3063,183.7782499999999745,12.0163055555555539,4, ,c
N,3063,150.4237499999999791,72.1172222222222122,2,*,d
I,3064,183.8197916666666411,13.0239722222222204,7,*,c
N,3064,148.9229166666666460,-6.3641666666666658,2, ,d
I,3065,183.8023333333333078,14.4329999999999980,3, ,c
N,3065,150.4768749999999791,72.1698888888888789,4,*,c
N,3066,150.5433749999999791,72.1249722222222122,7,*,c
I,3066,183.8177083333333078,13.4738888888888870,5, ,c
I,3067,183.8163041666666411,23.9581388888888856,4,*,b
N,3067,149.5894166666666459,32.3694999999999955,7, ,c
N,3068,149.6672041666666459,28.8773472222222182,6, ,b
N,3068,149.6584374999999792,28.8709972222222182,3, ,b
I,3068,183.8474999999999745,11.5105555555555540,2, ,d
I,3069,183.8324166666666411,10.1606111111111097,2, ,c
N,3069,149.4862499999999792,10.4322499999999986,5,*,c
I,3070,183.8526249999999745,13.0392777777777760,2,*,c
N,3070,149.5289583333333126,10.3599722222222208,5,*,c
N,3071,149.7210083333333125,31.6202361111111067,3, ,b
I,3071,183.8821249999999745,9.5459166666666653,1,*,c
I,3072,183.9087499999999745,9.5565277777777765,1,*,c
N,3072,149.3495833333333126,-19.3549999999999973,3, ,d
I,3073,183.8989999999999745,13.6192499999999981,2, ,c
N,3073,150.2176666666666458,55.6182499999999923,5, ,c
N,3074,149.9219499999999792,35.3926388888888840,5, ,b
I,3074,183.9423749999999745,10.6983055555555541,4, ,c
I,3075,183.9793666666666411,23.5955194444444412,3, ,b
N,3075,149.7345416666666459,14.4186666666666647,3, ,c
I,3076,184.0164999999999744,9.0798611111111099,1,*,c
N,3076,149.4070833333333126,-18.1786111111111086,3, ,d
N,3077,150.8291666666666457,68.7334722222222127,5, ,c
N,3077,150.8352499999999791,68.7337777777777682,7, ,c
I,3077,183.9847083333333078,14.4328611111111091,5, ,c
I,3078,184.0000249999999744,12.6872277777777760,7, ,b
N,3078,149.6020833333333126,-26.9261111111111074,3, ,d
N,3079,150.4907958333333124,55.6807416666666589,10, ,b
N,3079,150.4928749999999791,55.6788888888888812,2, ,c
I,3079,184.0166666666666411,11.5341666666666651,3, ,d
I,3080,184.0110833333333078,14.1892194444444425,3, ,b
N,3080,149.9833333333333125,13.0434444444444426,5,*,c
N,3081,149.8731124999999792,-22.8260888888888857,6, ,b
I,3081,184.0371249999999744,12.6907777777777760,3, ,c
I,3082,184.0504583333333078,23.8415833333333300,2, ,c
N,3082,149.7204166666666459,-30.3569444444444402,2, ,d
I,3083,184.0883333333333078,12.5272499999999983,2,*,c
N,3083,149.9574999999999792,-2.8780555555555552,5, ,d
I,3084,184.0978874999999744,23.9176416666666633,3, ,b
N,3084,149.7762499999999792,-27.1285555555555518,4, ,c
I,3085,184.1082916666666411,9.4693055555555542,2,*,c
N,3085,149.8712499999999792,-19.4927777777777751,3, ,d
N,3086,150.0457083333333125,-2.9765555555555551,5, ,c
I,3086,184.1148749999999744,9.0087222222222210,1,*,c
I,3086,184.1161249999999744,9.0097777777777765,1,*,c
I,3086,184.1158333333333078,9.0086111111111099,2,*,d
I,3087,184.1088333333333078,13.2837777777777759,1,*,c
I,3087,184.1118749999999744,13.2918888888888870,1,*,c
I,3087,184.1104166666666411,13.2877777777777759,1,*,d
N,3087,149.7862499999999792,-34.2252777777777730,2, ,d
N,3088,150.2849708333333125,22.4056083333333302,4, ,b
I,3088,184.1182916666666411,9.4597499999999987,1,*,c
N,3088,150.2916666666666458,22.4008333333333302,2, ,d
I,3089,184.1239208333333078,23.8275555555555522,3, ,b
N,3089,149.9029166666666458,-28.3308333333333294,4, ,d
N,3090,150.1256666666666458,-2.9692499999999996,4, ,c
I,3090,184.1342499999999744,9.4365277777777765,1,*,c
I,3090,184.1288749999999744,9.4418611111111098,1,*,c
I,3090,184.1316666666666411,9.4394444444444431,1,*,d
N,3091,150.0589999999999792,-19.6365277777777751,6, ,c
I,3091,184.1216666666666411,14.0119444444444425,2, ,d
N,3092,150.1973749999999791,-3.0129999999999996,5, ,c
I,3092,184.1349999999999744,10.0461111111111097,2, ,d
N,3093,150.2227166666666458,-2.9721999999999996,5, ,b
I,3093,184.1762499999999744,14.2775833333333314,5, ,c
I,3094,184.2334166666666411,13.6252777777777759,5, ,c
N,3094,150.3582916666666458,15.7701944444444423,4, ,c
I,3095,184.2306666666666411,23.9584999999999967,2, ,c
N,3095,150.0245833333333125,-31.5527777777777734,3, ,d
N,3096,150.1378166666666458,-19.6622472222222195,5, ,b
I,3096,184.2183333333333077,14.5149999999999980,3, ,d
I,3097,184.2541666666666411,9.4074999999999987,3, ,d
N,3097,151.0666666666666457,60.1249999999999916,1,*,e
I,3098,184.2909749999999744,7.1910166666666657,8,*,b
N,3098,150.5701249999999791,24.7108611111111077,7, ,c
N,3099,150.6522708333333124,32.7067916666666621,3, ,b
I,3099,184.2890416666666411,12.4534444444444427,6, ,c
N,3099,150.6291666666666457,32.7099999999999955,1, ,e
I,3100,184.2725416666666411,12.2890555555555538,4, ,c
N,3100,150.1703749999999791,-31.6639999999999956,4, ,c
N,3101,150.3973333333333124,-2.9953055555555551,4, ,c
I,3101,184.3312916666666411,11.9431388888888872,2, ,c
N,3102,151.1313749999999790,60.1075833333333250,5,*,c
I,3102,184.3577083333333077,6.6898611111111102,6,*,c
N,3103,150.1703749999999791,-31.6639999999999956,4, ,c
I,3103,184.3678333333333077,9.3603611111111098,2,*,c
I,3104,184.6903333333333077,-79.7265277777777667,5,*,c
N,3104,150.9890833333333124,40.7569166666666610,5, ,c
I,3105,184.3899583333333077,12.3871388888888872,6, ,c
I,3105,184.3945833333333077,12.3952777777777761,2, ,d
N,3105,150.1624999999999791,-54.7883333333333257,2, ,e
N,3106,151.0220416666666457,31.1855138888888846,6, ,b
I,3106,184.4546249999999744,9.6220555555555542,2,*,c
I,3106,184.4408749999999744,9.6135833333333320,1,*,c
I,3107,184.4456666666666410,10.8444999999999985,7, ,c
N,3107,151.0936249999999790,13.6213055555555537,3,*,c
I,3108,184.4278749999999744,13.3795555555555537,3, ,c
N,3108,150.6216666666666457,-31.6763888888888845,2, ,d
N,3109,150.8001249999999791,-26.1579999999999964,4, ,c
I,3109,184.4334999999999744,13.1706388888888871,2,*,c
N,3109,150.7733333333333124,-26.1574999999999964,4, ,d
I,3110,184.4366583333333077,37.3998499999999948,2, ,b
N,3110,151.0081666666666457,-6.4749722222222213,4,*,c
I,3111,184.4619791666666410,8.4304194444444433,4, ,b
N,3111,151.5318791666666456,47.2625583333333268,5, ,b
N,3112,150.9964999999999790,-20.7819722222222193,3, ,c
I,3112,184.4517499999999744,26.0302222222222186,4, ,c
I,3113,184.4923333333333077,7.1856111111111101,7,*,c
N,3113,151.1087499999999790,-28.4436111111111072,3, ,d
I,3114,184.4861666666666410,9.1356388888888876,1,*,c
N,3114,150.6499999999999791,-60.1199999999999917,2, ,e
I,3115,184.4989166666666410,6.6536944444444435,9,*,c
N,3115,151.3084583333333123,-7.7187777777777767,5, ,c
N,3116,151.6877874999999789,31.0978499999999957,4, ,b
I,3116,184.4883333333333077,25.0752777777777743,1, ,d
N,3117,151.5437916666666456,2.9122222222222218,4, ,b
I,3117,184.5179583333333077,9.0732777777777765,1,*,c
I,3117,184.5213749999999744,9.0792499999999987,2,*,c
I,3117,184.5195833333333077,9.0763888888888876,1,*,d
I,3118,184.5462916666666410,9.4999444444444431,6, ,c
N,3118,151.7984583333333123,33.0277499999999954,4, ,c
I,3119,184.5352791666666410,24.6882138888888855,2, ,b
N,3119,151.7164166666666456,14.3734166666666647,7,*,c
N,3120,151.3449999999999790,-34.2205555555555508,2, ,d
I,3120,184.5645833333333077,13.7469444444444425,2, ,d
N,3121,151.7164166666666456,14.3734166666666647,7,*,c
I,3121,184.5718333333333077,13.2583055555555537,1, ,c
I,3121,184.5731249999999744,13.2568888888888870,1, ,c
I,3121,184.5724999999999744,13.2574999999999982,1, ,d
N,3121,151.7170833333333123,14.3755555555555536,1,*,d
I,3122,184.5894166666666410,25.2168055555555521,4, ,c
N,3122,151.0081666666666457,-6.4749722222222213,4,*,c
I,3123,184.6152916666666410,8.0639444444444433,2,*,c
N,3123,151.7541666666666456,0.06666666666666665741,1, ,e
N,3124,151.6662499999999789,-19.2219444444444418,4, ,d
I,3124,184.6141666666666410,9.5877777777777764,1, ,d
I,3125,184.6060833333333077,24.3655833333333299,1,*,c
N,3125,151.6387499999999789,-29.9358333333333292,2, ,d
N,3126,152.0865416666666455,31.8628333333333289,5, ,c
I,3126,184.6549166666666410,13.8138055555555536,3, ,c
I,3127,184.6454166666666410,11.8699999999999984,2, ,d
N,3127,151.6033333333333123,-16.1263888888888866,3, ,d
N,3128,151.5058333333333123,-16.1227777777777755,4, ,d
I,3128,184.6741666666666410,11.7311111111111095,3, ,d
I,3129,184.6864166666666410,9.5916944444444431,2,*,c
N,3129,152.0799999999999789,18.4305555555555530,2,*,d
I,3130,184.7086249999999743,8.2287222222222211,1,*,c
I,3130,184.7091249999999743,8.2225277777777766,1,*,c
I,3130,184.7049999999999743,8.2380555555555544,1,*,c
I,3130,184.7074999999999743,8.2424166666666655,1,*,c
N,3130,152.0514999999999789,9.9764722222222208,4, ,c
I,3130,184.7066666666666410,8.2330555555555544,2,*,d
N,3131,152.1514166666666455,18.2307777777777752,4, ,c
I,3131,184.7121666666666410,7.8612499999999989,5,*,c
I,3131,184.7112499999999743,7.8619444444444434,1,*,d
N,3132,151.7569958333333123,-40.4363666666666611,5, ,b
I,3132,184.7121666666666410,7.8612499999999989,5,*,c
I,3132,184.7137499999999743,7.8619444444444434,1,*,d
I,3133,184.7247916666666410,7.6410555555555545,1,*,c
I,3133,184.7292083333333077,7.6428333333333323,1,*,c
I,3133,184.7275833333333077,7.6347499999999989,1,*,c
N,3133,151.8029166666666456,-11.9653333333333317,3, ,c
I,3133,184.7274999999999743,7.6394444444444434,1,*,d
I,3134,184.7336624999999743,8.9618777777777765,4, ,b
N,3134,153.1219166666666454,12.3771111111111094,1, ,c
N,3135,152.7267916666666455,45.9499999999999936,6, ,c
I,3135,184.7208333333333077,27.4911111111111073,1, ,d
I,3136,184.7386666666666410,6.1841388888888880,5, ,c
N,3136,150.8887499999999790,-67.4483333333333240,2, ,d
N,3136,151.4504166666666456,-67.3774999999999906,3, ,d
N,3136,152.5549999999999788,-67.0049999999999907,2, ,d
N,3137,152.2806249999999788,-29.0642222222222182,3, ,c
I,3137,184.7275833333333077,12.4695277777777760,3, ,c
I,3138,184.7342499999999743,12.4419999999999983,2, ,c
I,3138,184.7341666666666410,12.4455833333333316,3, ,c
N,3138,152.3192916666666455,-11.9569444444444428,3, ,c
N,3139,152.5215208333333121,-11.7787166666666650,3, ,b
I,3139,184.7528333333333077,9.1269999999999987,2,*,c
I,3140,184.7404166666666410,27.1297222222222185,1, ,d
N,3140,152.3658333333333122,-16.6283333333333310,2,*,d
N,3141,152.3327624999999788,-16.6535861111111088,3,*,b
I,3141,184.7437499999999743,24.1855555555555522,1, ,d
I,3142,184.7577083333333077,13.9822222222222203,1,*,c
I,3142,184.7710416666666410,13.9806111111111092,5,*,c
N,3142,152.5266666666666455,-8.4799999999999988,2, ,d
N,3143,152.5162499999999788,-12.5816666666666649,3, ,d
I,3143,184.7720833333333077,27.2977777777777740,3, ,d
I,3144,184.7906541666666410,25.2969666666666632,1, ,b
N,3144,153.8847083333333120,74.2203888888888786,6,*,c
I,3145,184.7941666666666410,24.2924999999999966,1, ,d
N,3145,152.5416666666666455,-12.4344444444444427,5, ,d
I,3146,184.8016666666666410,25.7138888888888853,1, ,d
N,3146,152.7908333333333121,-20.8708333333333304,2, ,d
I,3147,184.8214666666666410,12.0161972222222206,4,*,b
I,3147,184.8277916666666410,12.0182222222222206,3,*,c
N,3147,154.2222499999999786,73.4005833333333231,6, ,c
I,3147,184.8245833333333077,12.0169444444444428,1,*,d
I,3148,184.8406666666666410,7.8702499999999989,5, ,c
N,3148,153.4325416666666454,50.4963333333333263,2,*,c
I,3149,184.8499999999999743,12.3005555555555538,3, ,d
N,3149,150.9345833333333124,-80.4222222222222111,2, ,d
I,3150,184.8696624999999743,7.7979138888888878,4, ,b
N,3150,153.3594583333333120,38.6574166666666613,3, ,c
I,3151,184.8870833333333077,9.4148277777777765,3, ,b
N,3151,153.3709583333333120,38.6196388888888835,3, ,c
N,3152,153.3919583333333120,38.8429444444444390,3, ,c
I,3152,184.9004166666666410,-26.1452777777777741,2, ,d
I,3153,184.9040208333333077,5.3977749999999993,4, ,b
N,3153,153.2102916666666454,12.6661944444444427,3, ,c
I,3154,184.8915749999999743,25.5858499999999964,1, ,b
N,3154,153.2551249999999787,17.0342499999999976,4, ,c
I,3155,184.9388833333333076,6.0064249999999992,5, ,b
N,3155,154.4176249999999786,74.3475277777777675,5,*,c
N,3156,153.1719999999999787,3.1294999999999996,6, ,c
I,3156,184.9337499999999743,9.1483333333333321,3, ,d
N,3157,152.9264166666666454,-31.6429722222222178,2,*,c
I,3157,184.9491666666666410,12.4211111111111094,3, ,d
I,3158,184.9579166666666410,9.2895833333333320,1,*,c
N,3158,153.4609583333333120,38.7646388888888835,6, ,c
I,3158,184.9566666666666410,9.3019444444444432,1,*,d
I,3158,184.9529166666666410,9.2916666666666654,1,*,d
N,3159,153.4703916666666454,38.6541055555555502,4, ,b
I,3159,184.9713749999999743,11.6743055555555539,3, ,c
I,3160,185.0001249999999743,9.1014444444444432,2,*,c
N,3160,153.4798333333333120,38.8424166666666613,4, ,c
N,3161,153.4970124999999787,38.6568916666666613,5, ,b
I,3161,185.0052916666666410,8.9989722222222210,2,*,c
I,3162,185.0132083333333076,8.9970833333333321,2,*,c
N,3162,153.3817083333333120,22.7373611111111080,5,*,c
I,3163,185.0218749999999743,9.2530833333333320,2,*,c
I,3163,185.0262499999999743,9.2571666666666654,1,*,c
N,3163,153.5297916666666453,38.6522777777777724,6, ,c
I,3163,185.0149999999999743,9.2566666666666654,1,*,d
I,3163,185.0237499999999743,9.2555555555555543,1,*,d
N,3164,153.7981666666666453,56.6722222222222144,5, ,c
I,3164,185.0209166666666410,24.9537499999999965,1,*,c
I,3164,185.0196666666666410,24.9581388888888854,1,*,c
I,3164,185.0204166666666410,24.9558333333333299,1,*,d
N,3165,153.3807083333333120,3.3752222222222218,4, ,c
I,3165,185.0199583333333076,27.9748888888888850,5, ,c
N,3166,153.4395416666666454,3.4249999999999995,6, ,c
I,3166,184.9708333333333076,60.6949999999999916,1,*,e
I,3167,185.0783333333333076,9.5449999999999987,3, ,d
N,3167,153.6458333333333120,29.5966666666666626,1,*,e
I,3168,185.0772499999999743,27.9198333333333295,4, ,c
N,3168,154.0959166666666453,60.2348055555555472,4, ,c
N,3169,153.5608749999999787,3.4672499999999995,9, ,c
I,3169,185.0908333333333076,25.5983333333333298,1, ,d
N,3170,154.0603333333333119,46.6121388888888824,2,*,c
I,3170,185.1108333333333076,9.4238888888888876,3, ,d
I,3171,185.1004333333333076,25.5602444444444409,4, ,b
N,3171,153.9031791666666453,-20.6472805555555527,5, ,b
N,3172,176.8136083333333088,89.0929555555555432,5, ,b
I,3172,185.1020833333333076,27.8183333333333295,1, ,d
I,3173,185.1255958333333076,11.3407249999999984,2, ,b
N,3173,153.6458333333333120,-27.6927777777777739,2, ,d
I,3174,185.1230624999999743,10.2452305555555541,2, ,b
N,3174,153.8847083333333120,74.2203888888888786,6,*,c
I,3175,185.1389166666666410,9.8534999999999986,4, ,c
N,3175,153.6762083333333120,-28.8716666666666627,4, ,c
I,3176,185.1249999999999743,25.5144444444444409,1, ,d
N,3176,153.8249999999999786,-19.0166666666666640,1, ,f
N,3177,154.1424583333333119,21.1233888888888860,5, ,c
I,3177,185.1416666666666410,14.1283333333333314,1,*,e
I,3178,185.1461249999999743,26.1695555555555519,1,*,c
N,3178,154.0387499999999786,-15.7913888888888867,2, ,d
N,3179,154.4882583333333119,41.1141888888888832,5, ,b
I,3179,185.1649166666666409,26.1597777777777741,2,*,c
I,3179,185.1569583333333076,26.1651388888888853,2,*,c
N,3180,154.5449166666666452,41.4485833333333276,1,*,c
N,3180,154.5354583333333119,41.4415277777777720,1,*,c
I,3180,185.0958333333333076,60.6949999999999916,1,*,e
I,3181,185.1752916666666409,29.3455277777777737,7,*,c
N,3181,154.5479999999999785,41.4124722222222165,2,*,c
I,3182,185.2029583333333076,12.7224444444444427,1,*,c
I,3182,185.2007499999999743,12.7317499999999982,1,*,c
I,3182,185.1968749999999743,12.7282222222222205,1,*,c
N,3182,154.8880416666666452,58.2056666666666586,5, ,c
I,3182,185.1995833333333076,12.7286111111111093,2,*,d
N,3183,155.4534583333333117,74.1766111111111008,6,*,c
I,3183,185.2037499999999743,6.6863055555555546,2,*,c
I,3183,185.2016249999999743,6.6970833333333324,1,*,c
N,3184,154.5704583333333119,41.4241666666666609,10,*,c
I,3184,185.1976249999999743,24.9174722222222188,2, ,c
I,3184,185.1947083333333076,24.9153888888888854,3, ,c
N,3185,154.4110833333333119,21.6881388888888859,7, ,c
I,3185,185.2191666666666409,25.4286111111111076,1, ,d
N,3186,154.4078791666666452,6.9710861111111101,5,*,b
N,3186,153.9723333333333119,6.9635833333333324,1,*,c
I,3186,185.2329166666666409,24.6683333333333299,2, ,d
N,3187,154.4492916666666452,21.8733888888888859,6, ,c
I,3187,185.2279166666666409,11.1611111111111096,3, ,d
N,3188,154.9289583333333118,57.4228888888888809,5, ,c
N,3188,154.9099999999999785,57.4188888888888809,2, ,d
I,3188,185.2291666666666409,11.0086111111111096,4, ,d
N,3189,154.5179999999999785,21.8315833333333303,1, ,c
I,3189,185.2341666666666409,25.4255555555555520,1, ,d
N,3190,154.5242499999999785,21.8324166666666636,7, ,c
I,3190,185.2599583333333076,9.5697499999999987,2,*,c
N,3191,154.7710416666666452,46.4543333333333269,8,*,c
I,3191,185.2714999999999743,7.7046111111111100,1,*,c
N,3192,154.7710416666666452,46.4543333333333269,8,*,c
I,3192,185.2695833333333076,11.7538888888888873,2, ,d
N,3193,154.6039166666666452,21.8938888888888858,6, ,c
I,3193,185.2552916666666409,27.8982499999999961,3, ,c
N,3194,154.4176249999999786,74.3475277777777675,5,*,c
I,3194,185.2879166666666409,25.1327777777777743,1, ,d
N,3195,152.3387499999999788,-80.8585555555555443,3, ,c
I,3195,185.3229166666666409,25.8072222222222186,1, ,d
N,3196,154.7043958333333118,27.6683944444444406,2, ,b
I,3196,185.3610416666666409,11.7574999999999984,2, ,c
N,3197,153.6159166666666453,77.8201111111111003,4,*,c
I,3197,185.3591666666666409,25.4427777777777742,1, ,d
N,3198,154.9788749999999785,45.5500833333333270,9, ,c
I,3198,185.3799166666666409,26.3660833333333297,2, ,c
I,3199,185.4400624999999742,10.5955166666666652,4, ,b
N,3199,154.3499999999999786,-57.9216666666666586,1, ,e
I,3200,185.4049999999999742,26.7599999999999963,1, ,d
N,3200,154.6516666666666452,-17.9824999999999975,3, ,d
I,3201,185.4180208333333076,25.7255861111111075,1, ,b
N,3201,154.4042499999999786,-46.4125833333333269,2, ,c
I,3202,185.4346541666666409,27.0570472222222185,1, ,b
N,3202,155.1323749999999785,43.0210555555555496,5, ,c
I,3203,185.4405416666666409,25.8840555555555520,2, ,c
N,3203,154.8904166666666452,-26.6986111111111074,2, ,d
N,3204,155.0466666666666451,27.8168333333333295,4, ,c
I,3204,185.4604166666666409,24.2480555555555522,1, ,d
I,3205,185.4622208333333076,26.3410638888888852,5, ,b
N,3205,155.2082499999999784,42.9713611111111051,5, ,c
N,3206,155.4487916666666451,56.9300555555555476,5, ,c
I,3206,185.4635416666666409,26.3638888888888852,4, ,c
N,3207,155.2523791666666451,42.9852222222222163,5, ,b
I,3207,185.4687499999999742,24.3536111111111077,1, ,d
I,3208,185.4820833333333076,11.9669444444444428,2, ,d
N,3208,154.9216666666666451,-25.8138888888888853,2, ,d
N,3209,155.1603749999999784,25.5044166666666631,4, ,c
I,3209,185.5256666666666409,11.7549166666666650,5, ,c
N,3210,156.9966249999999782,79.8325277777777667,1,*,c
I,3210,185.5037499999999742,28.4305555555555516,3, ,d
N,3211,154.4602916666666452,-62.6702777777777691,4, ,c
I,3211,185.5306249999999742,8.9903888888888876,3,*,c
N,3212,157.0697291666666449,79.8232583333333222,6,*,b
I,3212,185.5141666666666409,28.1855555555555516,2, ,d
I,3213,185.5320416666666409,23.8688888888888856,2,*,c
N,3213,155.3229999999999784,19.6516111111111084,5, ,c
I,3214,185.5378333333333076,27.2357222222222184,1,*,c
N,3214,155.7863333333333117,57.0384722222222143,4, ,c
